HGNC_gene,h5_sample_frequency,biotype,gene_length,exon_count,exon_length_total,unique_exon_count,unique_exon_length_total,feature
SBSN,6000,gene with protein product,4985.0,13.0,3496.0,7.0,2940.0,protein coding
SBSPON,12632,gene with protein product,59546.0,10.0,5670.0,10.0,5670.0,protein coding
SC5D,19133,gene with protein product,20730.0,35.0,17511.0,23.0,15924.0,protein coding
SCAANT1,7775,"RNA, long non-coding",255.0,1.0,255.0,1.0,255.0,lncRNA
SCAF1,18711,gene with protein product,16434.0,26.0,5838.0,18.0,5143.0,protein coding
SCAF4,19107,gene with protein product,61119.0,83.0,17296.0,49.0,12617.0,protein coding
SCAF8,19169,gene with protein product,100867.0,77.0,16405.0,37.0,9150.0,protein coding
SCAF11,19417,gene with protein product,72990.0,79.0,29951.0,54.0,23792.0,protein coding
SCAI,18731,gene with protein product,200921.0,72.0,18169.0,37.0,14699.0,protein coding
SCAMP1,19199,gene with protein product,120129.0,42.0,15182.0,25.0,13230.0,protein coding
SCAMP2,19344,gene with protein product,29636.0,74.0,15698.0,44.0,12258.0,protein coding
SCAMP3,19212,gene with protein product,6452.0,51.0,8903.0,31.0,6026.0,protein coding
SCAMP4,19030,gene with protein product,20800.0,60.0,16684.0,34.0,12046.0,protein coding
SCAMP5,16496,gene with protein product,64277.0,97.0,20454.0,47.0,12870.0,protein coding
SCAND1,19295,gene with protein product,5856.0,8.0,3869.0,8.0,3869.0,protein coding
SCAND3,11002,gene with protein product,45678.0,20.0,13873.0,18.0,9087.0,protein coding
SCAP,19160,gene with protein product,63446.0,117.0,22116.0,68.0,13103.0,protein coding
SCAPER,19139,gene with protein product,557541.0,252.0,39702.0,111.0,20961.0,protein coding
SCARA3,11662,gene with protein product,42909.0,12.0,5697.0,8.0,4335.0,protein coding
SCARA5,10765,gene with protein product,122791.0,29.0,9924.0,15.0,7267.0,protein coding
SCARB1,18551,gene with protein product,105813.0,208.0,57475.0,67.0,31827.0,protein coding
SCARB2,19351,gene with protein product,75800.0,215.0,76406.0,83.0,59071.0,protein coding
SCARF1,16841,gene with protein product,11887.0,65.0,18524.0,39.0,13820.0,protein coding
SCARF2,15335,gene with protein product,13243.0,27.0,7491.0,19.0,6087.0,protein coding
SCARNA1,569,"RNA, small nucleolar",166.0,1.0,166.0,1.0,166.0,ncRNA
SCARNA2,5113,"RNA, small nucleolar",420.0,1.0,420.0,1.0,420.0,ncRNA
SCARNA3,511,"RNA, small nucleolar",143.0,1.0,143.0,1.0,143.0,ncRNA
SCARNA4,224,"RNA, small nucleolar",128.5,1.0,128.5,1.0,128.5,ncRNA
SCARNA5,1359,"RNA, small nucleolar",276.0,1.0,276.0,1.0,276.0,ncRNA
SCARNA6,478,"RNA, small nucleolar",265.0,1.0,265.0,1.0,265.0,ncRNA
SCARNA7,1095,"RNA, small nucleolar",330.0,1.0,330.0,1.0,330.0,ncRNA
SCARNA8,525,"RNA, small nucleolar",131.0,1.0,131.0,1.0,131.0,ncRNA
SCARNA9,6464,"RNA, small nucleolar",353.0,1.0,353.0,1.0,353.0,ncRNA
SCARNA10,844,"RNA, small nucleolar",330.0,1.0,330.0,1.0,330.0,ncRNA
SCARNA11,257,"RNA, small nucleolar",136.0,1.0,136.0,1.0,136.0,ncRNA
SCARNA12,1184,"RNA, small nucleolar",270.0,1.0,270.0,1.0,270.0,ncRNA
SCARNA13,966,"RNA, small nucleolar",275.0,1.0,275.0,1.0,275.0,ncRNA
SCARNA14,374,"RNA, small nucleolar",136.0,1.0,136.0,1.0,136.0,ncRNA
SCARNA15,669,"RNA, small nucleolar",127.0,1.0,127.0,1.0,127.0,ncRNA
SCARNA16,490,"RNA, small nucleolar",187.0,1.0,187.0,1.0,187.0,ncRNA
SCARNA17,1098,"RNA, small nucleolar",144.0,1.0,144.0,1.0,144.0,ncRNA
SCARNA18,439,"RNA, small nucleolar",134.0,1.0,134.0,1.0,134.0,ncRNA
SCARNA18B,399,"RNA, small nucleolar",135.0,1.0,135.0,1.0,135.0,ncRNA
SCARNA20,267,"RNA, small nucleolar",131.0,1.0,131.0,1.0,131.0,ncRNA
SCARNA21,992,"RNA, small nucleolar",139.0,1.0,139.0,1.0,139.0,ncRNA
SCARNA21B,97,"RNA, small nucleolar",140.0,1.0,140.0,1.0,140.0,ncRNA
SCARNA22,879,"RNA, small nucleolar",125.0,1.0,125.0,1.0,125.0,ncRNA
SCARNA23,302,"RNA, small nucleolar",130.0,1.0,130.0,1.0,130.0,ncRNA
SCART1,10524,gene with protein product,69631.0,52.0,23695.0,39.0,20681.0,protein coding
SCAT1,11381,"RNA, long non-coding",26923.0,164.0,34283.0,57.0,13868.0,lncRNA
SCAT2,6048,"RNA, long non-coding",16449.0,2.0,735.0,2.0,735.0,lncRNA
SCAT8,2653,"RNA, long non-coding",16903.0,4.0,3014.0,4.0,3014.0,lncRNA
SCCPDH,19100,gene with protein product,43729.0,12.0,2141.0,12.0,2141.0,protein coding
SCD,18263,gene with protein product,17594.0,6.0,5245.0,6.0,5245.0,protein coding
SCD5,17869,gene with protein product,169258.0,9.0,5035.0,7.0,4698.0,protein coding
SCEL,7774,gene with protein product,109590.0,125.0,12230.0,50.0,6285.0,protein coding
SCFD1,19331,gene with protein product,115404.0,1346.0,179093.0,157.0,53801.0,protein coding
SCFD2,18564,gene with protein product,493085.0,20.0,5912.0,13.0,3965.0,protein coding
SCG2,9561,gene with protein product,5422.0,7.0,3567.0,6.0,3490.0,protein coding
SCG3,9407,gene with protein product,39535.0,28.0,6219.0,20.0,5209.0,protein coding
SCG5,14164,gene with protein product,55423.0,40.0,7922.0,25.0,5865.0,protein coding
SCGB1A1,6309,gene with protein product,18093.0,7.0,909.0,6.0,772.0,protein coding
SCGB1C1,1752,gene with protein product,1498.0,3.0,435.0,3.0,435.0,protein coding
SCGB1C2,1341,gene with protein product,1499.0,3.0,435.0,3.0,435.0,protein coding
SCGB1D1,813,gene with protein product,3324.0,3.0,453.0,3.0,453.0,protein coding
SCGB1D2,4914,gene with protein product,2574.0,3.0,455.0,3.0,455.0,protein coding
SCGB1D4,1696,gene with protein product,2795.0,3.0,446.0,3.0,446.0,protein coding
SCGB2A1,6360,gene with protein product,5271.0,3.0,520.0,3.0,520.0,protein coding
SCGB2A2,2921,gene with protein product,3003.0,5.0,1811.0,4.0,1697.0,protein coding
SCGB2B2,7563,gene with protein product,86516.0,11.0,7832.0,10.0,7647.0,protein coding
SCGB3A1,13388,gene with protein product,1395.0,5.0,1192.0,5.0,1192.0,protein coding
SCGB3A2,7945,gene with protein product,11510.0,12.0,2177.0,11.0,1974.0,protein coding
SCGN,7247,gene with protein product,49583.0,21.0,2870.0,21.0,2870.0,protein coding
SCHIP1,11510,gene with protein product,57500.0,33.0,12743.0,25.0,11733.0,protein coding
SCHLAP1,5990,"RNA, long non-coding",224836.0,5.0,1436.0,5.0,1436.0,lncRNA
SCIMP,17035,gene with protein product,25941.0,20.0,6321.0,10.0,5428.0,protein coding
SCIN,15701,gene with protein product,89606.0,74.0,19334.0,46.0,15610.0,protein coding
SCIRT,7122,"RNA, long non-coding",143084.0,32.0,10019.0,17.0,6631.0,lncRNA
SCLT1,19120,gene with protein product,228680.0,114.0,20242.0,57.0,15004.0,protein coding
SCLY,16984,gene with protein product,38490.0,125.0,28305.0,65.0,21273.0,protein coding
SCMH1,18795,gene with protein product,215105.0,149.0,29222.0,52.0,9363.0,protein coding
SCML1,18465,gene with protein product,17540.0,41.0,17378.0,26.0,11783.0,protein coding
SCML2,15125,gene with protein product,115376.0,32.0,10249.0,24.0,8857.0,protein coding
SCML4,16693,gene with protein product,122164.0,49.0,20378.0,32.0,17517.0,protein coding
SCN1A,7213,gene with protein product,164574.0,480.0,162935.0,104.0,65096.0,protein coding
SCN1B,16852,gene with protein product,9980.0,46.0,23189.0,25.0,17919.0,protein coding
SCN2A,11111,gene with protein product,197318.0,373.0,124350.0,97.0,52728.0,protein coding
SCN2B,9006,gene with protein product,13834.0,17.0,7983.0,15.0,7605.0,protein coding
SCN3A,13381,gene with protein product,116525.0,239.0,68385.0,70.0,32480.0,protein coding
SCN3B,11746,gene with protein product,26058.0,54.0,40590.0,28.0,32533.0,protein coding
SCN4A,8863,gene with protein product,34365.0,29.0,8949.0,29.0,8949.0,protein coding
SCN4B,11049,gene with protein product,19512.0,20.0,15558.0,18.0,15298.0,protein coding
SCN5A,9689,gene with protein product,101631.0,227.0,64401.0,49.0,21435.0,protein coding
SCN7A,10052,gene with protein product,207910.0,99.0,23957.0,48.0,15502.0,protein coding
SCN8A,13281,gene with protein product,222599.0,282.0,87068.0,85.0,35639.0,protein coding
SCN9A,16072,gene with protein product,180817.0,168.0,52968.0,60.0,28029.0,protein coding
SCN10A,3831,gene with protein product,119485.0,83.0,19233.0,35.0,10560.0,protein coding
SCN11A,12121,gene with protein product,206394.0,263.0,57096.0,80.0,22907.0,protein coding
SCNM1,19230,gene with protein product,13633.0,35.0,6724.0,25.0,5613.0,protein coding
SCNN1A,15892,gene with protein product,30888.0,125.0,25803.0,73.0,17460.0,protein coding
SCNN1B,11981,gene with protein product,103064.0,73.0,12589.0,37.0,7122.0,protein coding
SCNN1D,15347,gene with protein product,11594.0,96.0,15975.0,50.0,9515.0,protein coding
SCNN1G,7999,gene with protein product,34139.0,13.0,3477.0,13.0,3477.0,protein coding
SCO1,19124,gene with protein product,25902.0,24.0,15414.0,21.0,15114.0,protein coding
SCO2,14317,gene with protein product,2894.0,10.0,4710.0,8.0,3708.0,protein coding
SCOC,19254,gene with protein product,128443.0,39.0,17060.0,23.0,14285.0,protein coding
SCP2,19403,gene with protein product,124423.0,139.0,27300.0,61.0,19193.0,protein coding
SCP2D1,813,gene with protein product,596.0,1.0,596.0,1.0,596.0,protein coding
SCPEP1,19257,gene with protein product,28640.0,111.0,15328.0,62.0,10458.0,protein coding
SCRG1,15085,gene with protein product,21680.0,12.0,5642.0,11.0,5386.0,protein coding
SCRIB,18677,gene with protein product,24854.0,181.0,27076.0,60.0,9881.0,protein coding
SCRN1,18669,gene with protein product,70186.0,58.0,18339.0,30.0,13242.0,protein coding
SCRN2,19014,gene with protein product,3598.0,65.0,14728.0,40.0,10042.0,protein coding
SCRN3,18748,gene with protein product,33846.0,68.0,15838.0,38.0,10763.0,protein coding
SCRT1,4601,gene with protein product,5918.0,2.0,3980.0,2.0,3980.0,protein coding
SCRT2,2910,gene with protein product,14207.0,2.0,3200.0,2.0,3200.0,protein coding
SCT,11253,gene with protein product,873.0,4.0,526.0,4.0,526.0,protein coding
SCTR,7159,gene with protein product,85459.0,41.0,6338.0,31.0,5008.0,protein coding
SCUBE1,12117,gene with protein product,146093.0,44.0,14422.0,35.0,13330.0,protein coding
SCUBE2,12978,gene with protein product,118639.0,118.0,21617.0,52.0,12851.0,protein coding
SCUBE3,12343,gene with protein product,39124.0,22.0,7819.0,22.0,7819.0,protein coding
SCX,13748,gene with protein product,2029.0,2.0,1106.0,2.0,1106.0,protein coding
SCYGR1,212,gene with protein product,267.0,1.0,267.0,1.0,267.0,protein coding
SCYGR2,193,gene with protein product,363.0,1.0,363.0,1.0,363.0,protein coding
SCYGR3,48,gene with protein product,303.0,1.0,303.0,1.0,303.0,protein coding
SCYGR4,2703,gene with protein product,318.0,1.0,318.0,1.0,318.0,protein coding
SCYGR5,186,gene with protein product,258.0,1.0,258.0,1.0,258.0,protein coding
SCYGR6,60,gene with protein product,318.0,1.0,318.0,1.0,318.0,protein coding
SCYGR7,72,gene with protein product,291.0,1.0,291.0,1.0,291.0,protein coding
SCYGR8,84,gene with protein product,327.0,1.0,327.0,1.0,327.0,protein coding
SCYGR9,3,gene with protein product,279.0,1.0,279.0,1.0,279.0,protein coding
SCYGR10,118,gene with protein product,318.0,1.0,318.0,1.0,318.0,protein coding
SCYL1,19192,gene with protein product,13628.0,139.0,21953.0,55.0,9962.0,protein coding
SCYL2,19214,gene with protein product,74576.0,84.0,16992.0,49.0,12175.0,protein coding
SCYL3,18849,gene with protein product,44637.0,63.0,15929.0,30.0,9807.0,protein coding
SDAD1,19289,gene with protein product,50013.0,106.0,12814.0,61.0,8586.0,protein coding
SDC1,14524,gene with protein product,24637.0,25.0,9774.0,19.0,8831.0,protein coding
SDC2,15876,gene with protein product,117978.0,35.0,9133.0,22.0,7447.0,protein coding
SDC3,16458,gene with protein product,39293.0,15.0,12582.0,14.0,12290.0,protein coding
SDC4,18100,gene with protein product,23137.0,5.0,2613.0,5.0,2613.0,protein coding
SDCBP,19376,gene with protein product,29936.0,90.0,18312.0,41.0,11423.0,protein coding
SDCBP2,16704,gene with protein product,19231.0,39.0,7276.0,19.0,3987.0,protein coding
SDCCAG8,19276,gene with protein product,244058.0,64.0,10776.0,49.0,8640.0,protein coding
SDE2,19036,gene with protein product,16642.0,7.0,3987.0,7.0,3987.0,protein coding
SDF2,19295,gene with protein product,13844.0,29.0,8641.0,24.0,7165.0,protein coding
SDF2L1,19198,gene with protein product,1998.0,5.0,1426.0,5.0,1426.0,protein coding
SDF4,19355,gene with protein product,15101.0,34.0,13546.0,23.0,11360.0,protein coding
SDHA,19281,gene with protein product,38780.0,127.0,26192.0,67.0,16889.0,protein coding
SDHAF1,18761,gene with protein product,1125.0,1.0,1125.0,1.0,1125.0,protein coding
SDHAF2,17713,gene with protein product,16692.0,31.0,5832.0,21.0,4175.0,protein coding
SDHAF3,18844,gene with protein product,64066.0,9.0,2817.0,9.0,2817.0,protein coding
SDHAF4,18259,gene with protein product,22653.0,5.0,1515.0,5.0,1515.0,protein coding
SDHB,19377,gene with protein product,35369.0,43.0,6419.0,27.0,4380.0,protein coding
SDHC,19359,gene with protein product,48826.0,41.0,6251.0,24.0,4877.0,protein coding
SDHD,17991,gene with protein product,33193.0,37.0,7876.0,20.0,5923.0,protein coding
SDK1,13402,gene with protein product,967749.0,128.0,25952.0,78.0,18886.0,protein coding
SDK2,15373,gene with protein product,310062.0,117.0,23065.0,89.0,18954.0,protein coding
SDR9C7,4899,gene with protein product,11276.0,4.0,1789.0,4.0,1789.0,protein coding
SDR16C5,10753,gene with protein product,20772.0,21.0,6923.0,11.0,5238.0,protein coding
SDR39U1,18910,gene with protein product,3140.0,79.0,20907.0,55.0,17844.0,protein coding
SDR42E1,14879,gene with protein product,22627.0,11.0,13251.0,10.0,13157.0,protein coding
SDR42E2,16700,gene with protein product,29717.0,43.0,9501.0,29.0,6684.0,protein coding
SDS,13649,gene with protein product,33857.0,28.0,5217.0,20.0,4277.0,protein coding
SDSL,17060,gene with protein product,15897.0,32.0,5084.0,18.0,2937.0,protein coding
SEBOX,391,gene with protein product,1694.0,3.0,1383.0,3.0,1383.0,protein coding
SEC11A,19413,gene with protein product,46923.0,50.0,13689.0,30.0,11355.0,protein coding
SEC11C,19333,gene with protein product,18967.0,31.0,7615.0,23.0,6606.0,protein coding
SEC13,19354,gene with protein product,27982.0,101.0,18761.0,54.0,12450.0,protein coding
SEC14L1,19355,gene with protein product,128353.0,187.0,37552.0,70.0,20968.0,protein coding
SEC14L2,17444,gene with protein product,28363.0,120.0,21268.0,57.0,15526.0,protein coding
SEC14L3,6030,gene with protein product,24059.0,85.0,12956.0,36.0,7402.0,protein coding
SEC14L4,10032,gene with protein product,16810.0,49.0,9252.0,29.0,7104.0,protein coding
SEC14L5,9561,gene with protein product,60828.0,21.0,7021.0,18.0,6610.0,protein coding
SEC14L6,9978,gene with protein product,23943.0,61.0,16770.0,25.0,10911.0,protein coding
SEC16A,19246,gene with protein product,43664.0,284.0,70582.0,72.0,36754.0,protein coding
SEC16B,12241,gene with protein product,60348.0,100.0,17303.0,59.0,11869.0,protein coding
SEC22A,18940,gene with protein product,72210.0,52.0,13111.0,32.0,9806.0,protein coding
SEC22B,17066,gene with protein product,25623.0,7.0,9157.0,7.0,9157.0,protein coding
SEC22C,19200,gene with protein product,53112.0,86.0,25462.0,50.0,14092.0,protein coding
SEC23A,19219,gene with protein product,77728.0,93.0,20775.0,51.0,13752.0,protein coding
SEC23B,19241,gene with protein product,53896.0,126.0,19444.0,40.0,7490.0,protein coding
SEC23IP,19198,gene with protein product,51951.0,56.0,14971.0,37.0,11869.0,protein coding
SEC24A,19055,gene with protein product,79125.0,41.0,9739.0,27.0,7715.0,protein coding
SEC24B,19165,gene with protein product,107125.0,72.0,12929.0,30.0,6101.0,protein coding
SEC24C,19100,gene with protein product,27790.0,105.0,19207.0,59.0,11178.0,protein coding
SEC24D,19195,gene with protein product,115861.0,141.0,26401.0,82.0,18146.0,protein coding
SEC31A,19394,gene with protein product,82658.0,491.0,74277.0,120.0,20963.0,protein coding
SEC31B,18015,gene with protein product,33219.0,164.0,34357.0,79.0,21038.0,protein coding
SEC61A1,19356,gene with protein product,20065.0,208.0,71946.0,68.0,46391.0,protein coding
SEC61A2,18192,gene with protein product,40325.0,116.0,18534.0,51.0,10562.0,protein coding
SEC61B,19374,gene with protein product,8552.0,10.0,1838.0,9.0,1559.0,protein coding
SEC61G,19344,gene with protein product,7725.0,25.0,4453.0,17.0,3576.0,protein coding
SEC62,19436,gene with protein product,31739.0,51.0,12597.0,35.0,10894.0,protein coding
SEC63,19395,gene with protein product,90453.0,59.0,13066.0,52.0,12451.0,protein coding
SECISBP2,19325,gene with protein product,41164.0,76.0,19829.0,45.0,15119.0,protein coding
SECISBP2L,19232,gene with protein product,57972.0,78.0,20960.0,46.0,16090.0,protein coding
SECTM1,16890,gene with protein product,13051.0,35.0,6998.0,23.0,4673.0,protein coding
SEH1L,19112,gene with protein product,40404.0,54.0,19063.0,35.0,16514.0,protein coding
SEL1L,19334,gene with protein product,62307.0,44.0,12117.0,36.0,11086.0,protein coding
SEL1L2,6936,gene with protein product,147197.0,119.0,14532.0,64.0,8975.0,protein coding
SEL1L3,18976,gene with protein product,116328.0,104.0,20541.0,52.0,12958.0,protein coding
SELE,8647,gene with protein product,42066.0,64.0,17050.0,21.0,6944.0,protein coding
SELENBP1,14857,gene with protein product,8404.0,169.0,26435.0,66.0,11899.0,protein coding
SELENOF,19062,gene with protein product,51980.0,34.0,6587.0,23.0,5469.0,protein coding
SELENOH,17546,gene with protein product,2064.0,17.0,5510.0,15.0,5218.0,protein coding
SELENOI,18726,gene with protein product,87339.0,23.0,9618.0,16.0,8951.0,protein coding
SELENOK,18852,gene with protein product,7469.0,15.0,3022.0,13.0,2847.0,protein coding
SELENOM,18643,gene with protein product,15298.0,39.0,7340.0,29.0,6813.0,protein coding
SELENON,18748,gene with protein product,18029.0,50.0,12160.0,20.0,5471.0,protein coding
SELENOO,18646,gene with protein product,16606.0,17.0,3909.0,17.0,3909.0,protein coding
SELENOP,16780,gene with protein product,87513.0,58.0,18137.0,31.0,13612.0,protein coding
SELENOS,19114,gene with protein product,6684.0,39.0,8287.0,25.0,6835.0,protein coding
SELENOT,19160,gene with protein product,27562.0,34.0,7646.0,23.0,6317.0,protein coding
SELENOV,6175,gene with protein product,5537.0,12.0,2793.0,12.0,2793.0,protein coding
SELENOW,19206,gene with protein product,6010.0,55.0,12583.0,37.0,11271.0,protein coding
SELL,17425,gene with protein product,21038.0,39.0,8204.0,26.0,6113.0,protein coding
SELP,13629,gene with protein product,41345.0,87.0,15054.0,27.0,4996.0,protein coding
SELPLG,18284,gene with protein product,12000.0,6.0,5890.0,6.0,5890.0,protein coding
SEM1,19142,gene with protein product,228255.0,94.0,24460.0,60.0,18628.0,protein coding
SEMA3A,13978,gene with protein product,536948.0,56.0,13243.0,31.0,10397.0,protein coding
SEMA3B,13876,gene with protein product,9989.0,159.0,31046.0,72.0,20875.0,protein coding
SEMA3C,16710,gene with protein product,179822.0,65.0,11863.0,41.0,8458.0,protein coding
SEMA3D,12747,gene with protein product,191504.0,41.0,11137.0,33.0,10104.0,protein coding
SEMA3E,12752,gene with protein product,285902.0,63.0,13884.0,42.0,11449.0,protein coding
SEMA3F,12497,gene with protein product,34031.0,87.0,15274.0,40.0,9873.0,protein coding
SEMA3G,12597,gene with protein product,12069.0,30.0,6457.0,27.0,6113.0,protein coding
SEMA4A,18646,gene with protein product,30387.0,116.0,23252.0,54.0,14076.0,protein coding
SEMA4B,18774,gene with protein product,69076.0,113.0,24523.0,75.0,18794.0,protein coding
SEMA4C,18258,gene with protein product,11040.0,45.0,15080.0,37.0,14240.0,protein coding
SEMA4D,19119,gene with protein product,137344.0,211.0,54537.0,65.0,30515.0,protein coding
SEMA4F,17451,gene with protein product,29626.0,83.0,22183.0,41.0,16720.0,protein coding
SEMA4G,13549,gene with protein product,16368.0,95.0,22128.0,52.0,16352.0,protein coding
SEMA5A,15471,gene with protein product,511043.0,66.0,20195.0,38.0,15701.0,protein coding
SEMA5B,10156,gene with protein product,119524.0,209.0,44219.0,60.0,17264.0,protein coding
SEMA6A,15537,gene with protein product,131269.0,109.0,27426.0,59.0,20540.0,protein coding
SEMA6B,16409,gene with protein product,39184.0,70.0,14295.0,31.0,8090.0,protein coding
SEMA6C,15426,gene with protein product,14947.0,89.0,18368.0,34.0,9056.0,protein coding
SEMA6D,11903,gene with protein product,590128.0,196.0,53040.0,51.0,24742.0,protein coding
SEMA7A,17025,gene with protein product,24670.0,43.0,8689.0,24.0,6181.0,protein coding
SEMG1,1281,gene with protein product,2736.0,3.0,1622.0,3.0,1622.0,protein coding
SEMG2,1251,gene with protein product,3086.0,3.0,1978.0,3.0,1978.0,protein coding
SENCR,14456,"RNA, long non-coding",4360.0,6.0,2257.0,6.0,2257.0,lncRNA
SENP1,18819,gene with protein product,66296.0,99.0,23455.0,56.0,18295.0,protein coding
SENP2,19195,gene with protein product,51056.0,90.0,15166.0,58.0,11670.0,protein coding
SENP3,17719,gene with protein product,10051.0,44.0,8521.0,32.0,7307.0,protein coding
SENP5,19213,gene with protein product,66859.0,41.0,12009.0,26.0,9319.0,protein coding
SENP6,19382,gene with protein product,116773.0,118.0,25640.0,59.0,17407.0,protein coding
SENP7,19107,gene with protein product,189037.0,125.0,24870.0,37.0,9894.0,protein coding
SENP8,16411,gene with protein product,29435.0,13.0,7702.0,11.0,7454.0,protein coding
SEPHS1,19055,gene with protein product,30871.0,36.0,10479.0,20.0,8288.0,protein coding
SEPHS2,18746,gene with protein product,2244.0,1.0,2244.0,1.0,2244.0,protein coding
SEPSECS,18623,gene with protein product,40537.0,104.0,51027.0,48.0,32166.0,protein coding
SEPTIN1,18546,gene with protein product,17857.0,81.0,12712.0,43.0,8354.0,protein coding
SEPTIN2,4021,gene with protein product,38928.0,295.0,45881.0,110.0,19480.0,protein coding
SEPTIN3,11493,gene with protein product,28779.0,61.0,16729.0,31.0,12151.0,protein coding
SEPTIN4,15985,gene with protein product,24119.0,245.0,46792.0,89.0,24484.0,protein coding
SEPTIN5,10903,gene with protein product,9722.0,98.0,17237.0,46.0,11642.0,protein coding
SEPTIN6,18967,gene with protein product,77647.0,79.0,20932.0,27.0,12360.0,protein coding
SEPTIN7,19110,gene with protein product,106179.0,152.0,41338.0,68.0,29593.0,protein coding
SEPTIN8,18400,gene with protein product,56423.0,119.0,32303.0,49.0,18767.0,protein coding
SEPTIN9,18972,gene with protein product,220028.0,281.0,65683.0,118.0,34909.0,protein coding
SEPTIN10,17821,gene with protein product,71345.0,93.0,17318.0,47.0,10728.0,protein coding
SEPTIN11,19003,gene with protein product,90634.0,92.0,20574.0,52.0,14327.0,protein coding
SEPTIN12,6221,gene with protein product,10793.0,50.0,6746.0,32.0,4573.0,protein coding
SEPTIN14,6510,gene with protein product,69216.0,15.0,4312.0,15.0,4312.0,protein coding
SERAC1,18437,gene with protein product,58762.0,249.0,53094.0,79.0,32050.0,protein coding
SERBP1,19428,gene with protein product,22606.0,47.0,20951.0,30.0,13202.0,protein coding
SERF1A,14823,gene with protein product,17862.0,27.0,7851.0,21.0,6924.0,protein coding
SERF1B,12971,gene with protein product,17863.0,24.0,7036.0,19.0,6392.0,protein coding
SERF2,19368,gene with protein product,27341.0,58.0,22834.0,40.0,18145.0,protein coding
SERGEF,18993,gene with protein product,225000.0,150.0,18178.0,66.0,8376.0,protein coding
SERHL2,16226,gene with protein product,20766.0,91.0,11941.0,48.0,7496.0,protein coding
SERINC1,19403,gene with protein product,28457.0,10.0,3125.0,10.0,3125.0,protein coding
SERINC2,17045,gene with protein product,25116.0,57.0,11722.0,29.0,7093.0,protein coding
SERINC3,19391,gene with protein product,25865.0,29.0,7327.0,17.0,5406.0,protein coding
SERINC4,10381,gene with protein product,6059.0,52.0,11779.0,38.0,9238.0,protein coding
SERINC5,19061,gene with protein product,144398.0,59.0,14403.0,25.0,10491.0,protein coding
SERP1,19377,gene with protein product,61231.0,21.0,12148.0,19.0,9571.0,protein coding
SERP2,15664,gene with protein product,24050.0,14.0,3289.0,12.0,3143.0,protein coding
SERPINA1,16982,gene with protein product,13947.0,87.0,31359.0,41.0,11770.0,protein coding
SERPINA2,123,gene with protein product,2383.0,2.0,928.0,2.0,928.0,protein coding
SERPINA3,5609,gene with protein product,11672.0,30.0,12201.0,21.0,9567.0,protein coding
SERPINA4,2288,gene with protein product,8472.0,15.0,5436.0,9.0,3236.0,protein coding
SERPINA5,7611,gene with protein product,31677.0,44.0,14442.0,30.0,9337.0,protein coding
SERPINA6,4592,gene with protein product,19142.0,12.0,3805.0,12.0,3805.0,protein coding
SERPINA7,1147,gene with protein product,6293.0,12.0,5397.0,10.0,4975.0,protein coding
SERPINA9,3272,gene with protein product,16973.0,48.0,13903.0,28.0,7953.0,protein coding
SERPINA10,4399,gene with protein product,12809.0,19.0,11947.0,12.0,9904.0,protein coding
SERPINA11,4371,gene with protein product,10337.0,5.0,1486.0,5.0,1486.0,protein coding
SERPINA12,2805,gene with protein product,30571.0,16.0,4988.0,11.0,3483.0,protein coding
SERPINB1,19321,gene with protein product,9628.0,25.0,5159.0,18.0,4185.0,protein coding
SERPINB2,11972,gene with protein product,32197.0,38.0,7075.0,22.0,4621.0,protein coding
SERPINB3,3818,gene with protein product,6697.0,15.0,3248.0,10.0,2610.0,protein coding
SERPINB4,3462,gene with protein product,6998.0,24.0,4091.0,15.0,3087.0,protein coding
SERPINB5,8317,gene with protein product,28128.0,26.0,5877.0,18.0,4734.0,protein coding
SERPINB6,19345,gene with protein product,24007.0,154.0,42815.0,69.0,28861.0,protein coding
SERPINB7,6206,gene with protein product,52442.0,47.0,10023.0,17.0,4279.0,protein coding
SERPINB8,18474,gene with protein product,49751.0,51.0,15839.0,26.0,9834.0,protein coding
SERPINB9,19007,gene with protein product,16040.0,7.0,4143.0,7.0,4143.0,protein coding
SERPINB10,8104,gene with protein product,28154.0,8.0,2155.0,8.0,2155.0,protein coding
SERPINB11,4138,gene with protein product,78854.0,56.0,10528.0,28.0,6226.0,protein coding
SERPINB12,2124,gene with protein product,26961.0,20.0,8783.0,13.0,5180.0,protein coding
SERPINB13,4526,gene with protein product,17651.0,38.0,11339.0,26.0,9777.0,protein coding
SERPINC1,7124,gene with protein product,13528.0,15.0,2847.0,15.0,2847.0,protein coding
SERPIND1,8140,gene with protein product,13608.0,9.0,4001.0,7.0,3582.0,protein coding
SERPINE1,15969,gene with protein product,12144.0,9.0,3156.0,9.0,3156.0,protein coding
SERPINE2,18269,gene with protein product,64274.0,57.0,18087.0,32.0,13122.0,protein coding
SERPINE3,7743,gene with protein product,28963.0,39.0,7122.0,19.0,3613.0,protein coding
SERPINF1,18097,gene with protein product,15537.0,50.0,8654.0,37.0,6898.0,protein coding
SERPINF2,16031,gene with protein product,12430.0,47.0,9095.0,17.0,3152.0,protein coding
SERPING1,17542,gene with protein product,21785.0,134.0,35891.0,65.0,21127.0,protein coding
SERPINH1,18567,gene with protein product,10728.0,65.0,22776.0,35.0,13401.0,protein coding
SERPINI1,18387,gene with protein product,90327.0,38.0,6735.0,23.0,4101.0,protein coding
